time,PM10,T2,rh2,slp,PBLH,wind_speed_10m,wind_speed_925hPa,WIND_DIR,RAIN
1974-04-01,2169.653,302.5995,8.957368,1007.4955,397.83618,4.6398115,8.995244,NE,1
1974-04-02,1432.1096,302.35184,15.77322,1006.58606,320.84824,3.4969559,4.2929564,NE,1
1974-04-03,2532.1372,302.88818,13.401395,1006.6699,438.31918,5.61645,9.705799,NE,1
1974-04-04,4471.8584,303.61554,11.372869,1007.32166,518.49677,7.9332085,17.696836,NE,1
1974-04-05,4555.3105,303.58136,11.048206,1008.14087,591.2897,7.950107,18.74162,NE,1
1974-04-06,2658.899,302.37103,10.41694,1008.8373,436.13422,4.8583727,11.178749,NE,1
1974-04-07,1538.4146,301.98154,7.2390814,1008.311,324.02155,3.304927,5.219006,NE,1
1974-04-08,2535.525,302.51053,15.693782,1006.75275,379.1922,5.754632,10.730945,NE,1
1974-04-09,5286.5996,302.82825,13.986586,1009.9581,739.3086,9.65938,20.403343,NE,1
1974-04-10,4667.1265,301.1186,11.453951,1011.6765,663.5692,8.920952,18.215012,NE,1
1974-04-11,3295.9614,301.46942,11.708772,1009.15643,509.53137,7.1398206,13.5487795,NE,1
1974-04-12,2000.1702,301.7807,11.356835,1008.25684,425.405,5.426252,9.692783,NE,1
1974-04-13,1897.3107,301.65176,12.80603,1008.00305,350.07904,4.511753,7.9179926,NE,1
1974-04-14,1440.4111,302.207,19.999897,1007.07416,246.04797,3.7334397,4.855998,NE,1
1974-04-15,1459.3893,303.19476,7.6689043,1005.85333,274.8797,3.4549217,4.6215167,NE,1
1974-04-16,908.27954,303.85828,13.746339,1005.6299,287.3749,2.9351254,2.526296,NE,1
1974-04-17,775.2929,305.03778,8.152827,1003.72754,570.3163,1.7831757,1.97555,NW,1
1974-04-18,567.1647,307.28418,9.8821945,1004.4165,611.4488,2.5527987,2.1081586,NE,1
1974-04-19,1333.397,306.79443,31.553713,1005.4508,497.27124,2.5915072,4.8644075,SE,1
1974-04-20,564.1123,307.3741,36.15853,1004.6616,498.77216,1.4891422,2.9679463,SW,1
1974-04-21,1359.3464,307.76645,39.084858,1004.1953,1000.4415,3.2575402,7.177555,NW,1
1974-04-22,2143.3735,307.41898,42.0932,1004.85596,788.8054,4.8978786,8.018138,SW,1
1974-04-23,1969.3455,308.45154,22.743237,1005.3531,571.5563,1.1727738,4.038073,NW,1
1974-04-24,2190.5718,308.4907,16.69611,1004.34644,627.6084,1.1758136,4.275602,NE,1
1974-04-25,1803.4214,308.63605,38.018196,1004.71246,709.08875,3.130831,6.4747357,SW,1
1974-04-26,1397.261,308.6147,30.811409,1005.2457,598.9238,2.0433009,4.06297,SW,1
1974-04-27,3956.21,307.3529,11.145327,1005.5663,667.145,5.8334026,16.173574,NE,1
1974-04-28,3942.4287,307.84625,11.128427,1006.9613,756.4415,7.41573,18.105808,NE,1
1974-04-29,3311.7458,306.45825,9.776964,1005.86914,547.7781,7.1127467,15.161535,NE,1
1974-04-30,1925.425,305.6127,8.437643,1005.4697,402.02518,4.7466326,7.579976,NE,1
1974-05-01,990.30286,306.02737,7.655694,1005.4571,342.26193,1.4282234,4.1336555,NE,1
1974-05-02,1410.7721,306.03162,11.889285,1006.0835,313.92255,1.0344242,4.1419497,NW,1
1974-05-03,1702.3431,306.58762,12.199116,1005.66174,423.09393,3.4772947,5.5629926,NE,1
1974-05-04,2441.971,306.0431,12.497876,1006.3867,532.6408,3.286385,2.10143,NE,1
1974-05-05,1575.2347,304.18365,6.968075,1006.1156,442.10922,4.2581778,6.385843,NE,1
1974-05-06,1027.9281,304.4514,8.097585,1006.06836,495.17197,2.4072754,3.2985046,NE,1
1974-05-07,1272.2789,304.8764,9.51015,1007.889,510.41284,3.5185447,2.467262,NE,1
1974-05-08,2251.8591,305.6354,11.057234,1008.626,538.7216,4.813337,13.035115,NE,1
1974-05-09,2082.0466,304.8716,10.262065,1007.6876,400.07327,2.9644887,10.45438,NE,1
1974-05-10,1269.2487,304.5631,8.388588,1006.7485,496.7716,2.7033982,2.0261364,NE,1
1974-05-11,3436.7427,305.0769,11.710498,1007.4075,596.4657,7.530413,15.955058,NE,1
1974-05-12,4569.6562,305.10266,10.772345,1009.85913,723.14185,8.909078,18.145449,NE,1
1974-05-13,3954.939,304.85114,7.0418544,1012.1212,619.76855,8.342173,16.7409,NE,1
1974-05-14,3510.8901,304.73456,9.042444,1012.0209,759.7347,8.007616,17.515612,NE,1
1974-05-15,3087.363,304.25052,12.171069,1010.6794,787.27563,7.3323665,16.818623,NE,1
1974-05-16,2976.175,304.37305,12.223292,1009.7392,738.6664,6.8927226,14.849779,NE,1
1974-05-17,2509.0251,304.25125,10.562609,1009.7596,693.03864,5.8999786,12.776003,NE,1
1974-05-18,2775.6997,304.61722,8.874306,1008.44196,871.459,6.663097,15.069139,NE,1
1974-05-19,2253.618,304.2361,8.292827,1006.40985,725.13806,5.4038796,11.847053,NE,1
1974-05-20,1179.2573,304.89142,9.167188,1004.6514,442.79395,3.7062452,5.935332,NE,1
1974-05-21,1967.4901,305.93262,9.606634,1004.93494,469.5407,5.2200894,7.7548833,NE,1
1974-05-22,2638.8887,306.82266,14.705034,1008.3026,638.5667,5.5094585,9.013571,NE,1
1974-05-23,3664.8628,306.19995,11.251053,1008.8202,690.29724,8.313958,16.560997,NE,1
1974-05-24,3261.7056,304.69,11.102282,1009.3758,722.75653,7.740995,15.579288,NE,1
1974-05-25,2633.8596,302.05472,9.326999,1010.1529,494.57452,6.0404205,12.033329,NE,1
1974-05-26,3010.9302,304.28796,9.070072,1009.2592,551.358,6.4371195,14.601011,NE,1
1974-05-27,3751.6545,305.78015,7.2652073,1008.9116,699.8739,8.115196,17.182867,NE,1
1974-05-28,3269.1367,304.51233,9.2954645,1009.1695,760.1997,6.989744,16.049469,NE,1
1974-05-29,2171.8662,302.52783,8.325199,1009.3409,468.93527,4.2922125,10.492435,NE,1
1974-05-30,1125.8062,303.97797,8.68908,1009.4047,352.13663,2.9990485,6.081313,NE,1
1974-05-31,2167.4407,306.1565,11.790906,1009.5885,1044.8872,5.9094205,11.973451,NE,1
1974-06-01,2834.0432,307.38153,11.474359,1008.1925,733.22974,6.7796235,15.1524935,NE,1
1974-06-02,3196.836,307.53674,10.161275,1007.6663,693.98254,7.7156706,14.611686,NE,1
1974-06-03,2859.032,306.448,17.636314,1009.1105,716.49927,4.6277094,9.7397375,NE,1
1974-06-04,1259.3881,305.97287,23.53252,1009.94275,577.1358,3.0350354,4.2442837,NE,1
1974-06-05,1832.5746,304.15994,9.955673,1010.09827,557.6675,3.945639,4.310432,NE,1
1974-06-06,2443.133,306.06232,14.292498,1008.8985,674.3855,6.23654,13.02753,NE,1
1974-06-07,2480.9463,305.40436,13.178137,1009.1362,656.45337,6.5551577,13.67059,NE,1
1974-06-08,2886.8496,304.85956,12.304688,1009.3749,688.2193,6.578556,15.707786,NE,1
1974-06-09,1935.646,303.9121,13.102838,1008.5477,529.1172,5.203727,9.365606,NE,1
1974-06-10,2197.4282,303.97736,13.702745,1009.97034,785.84406,5.370985,11.268374,NE,1
1974-06-11,2238.8884,304.97742,13.195401,1008.1216,702.55365,5.114526,11.6053705,NE,1
1974-06-12,1897.0634,304.5551,13.744521,1006.6625,730.01697,4.042085,10.747406,NE,1
1974-06-13,1523.0925,304.53027,13.161942,1006.56964,637.0039,4.1915064,5.083122,NE,1
1974-06-14,1174.1603,305.772,12.495394,1007.16785,601.7985,3.5869694,4.81904,NE,1
1974-06-15,1584.1729,306.16812,24.895172,1007.15784,770.3067,2.8885233,5.772247,SE,1
1974-06-16,1151.8556,305.7235,17.522251,1006.9614,659.0413,3.7785342,5.346602,NE,1
1974-06-17,996.3026,305.0046,25.908657,1007.9693,696.9746,1.5257175,3.1781478,SE,1
1974-06-18,1648.9542,305.27374,17.201178,1009.7781,804.5836,4.4901714,9.596445,NE,1
1974-06-19,1045.2449,305.16165,17.698133,1010.0741,805.5753,2.757364,3.287569,NE,1
1974-06-20,1276.5065,305.6661,13.310623,1008.33636,500.8242,3.1425633,8.3674555,NE,1
1974-06-21,1722.8953,305.6604,14.069912,1008.6847,465.57294,4.845782,9.017752,NE,1
1974-06-22,2058.1062,305.35132,13.577816,1008.8002,652.36145,4.3639903,12.014581,NE,1
1974-06-23,1773.8384,305.87692,15.73112,1007.68463,651.151,3.813138,8.382786,NE,1
1974-06-24,994.71747,306.07886,23.889614,1007.2405,671.65283,0.8307124,0.43839613,NE,1
1974-06-25,1181.8661,305.453,17.535572,1007.65955,611.1881,3.2642314,4.4829893,NE,1
1974-06-26,1025.3049,305.34814,15.01173,1008.64136,617.73096,2.6475358,5.176723,NE,1
1974-06-27,1721.1675,305.28653,12.388378,1007.9978,568.14166,5.171071,7.6170835,NE,1
1974-06-28,1645.6852,304.06052,12.969075,1010.21155,765.6129,5.1289616,8.676725,NE,1
1974-06-29,629.9364,303.62006,14.616191,1009.2308,727.9557,0.77928907,0.97444797,NE,1
1974-06-30,716.4098,304.73407,15.590529,1008.0281,892.23083,1.3224849,1.6622779,NE,1
1974-07-01,18.132463,305.70764,31.443918,1008.69385,815.0087,1.4297615,1.6399622,SE,0
1974-07-02,1043.9828,305.1383,22.63499,1009.42926,726.51965,2.251381,4.6216035,NE,0
1974-07-03,1235.5846,305.58624,24.009117,1010.40344,424.98273,1.711441,1.650804,NW,0
1974-07-04,3364.5308,305.32883,46.809193,1011.55365,742.3966,4.1798086,5.9956245,SW,0
1974-07-05,1771.9733,307.07532,39.081596,1010.2308,712.7062,3.5170484,3.9006066,SW,0
1974-07-06,1413.6249,306.81415,39.9914,1010.2588,809.6215,3.5874794,5.180247,SW,1
1974-07-07,1881.1481,306.46237,43.6825,1009.1616,797.51746,3.9502726,6.226368,SW,1
1974-07-08,2246.171,305.67166,49.125546,1009.4364,912.36304,6.066653,7.99657,SW,1
1974-07-09,1435.4185,305.32162,50.601395,1010.1737,978.25256,3.4349039,4.252856,SW,1
1974-07-10,999.19434,307.20724,31.436506,1009.5241,687.4009,2.8672934,5.2572007,NE,1
1974-07-11,1653.2122,306.7839,17.27281,1009.1124,482.36636,2.9396832,4.1627355,NE,1
1974-07-12,1675.3538,306.72205,28.279856,1009.2964,954.2264,2.5658014,5.4803505,SE,1
1974-07-13,1152.7374,306.58154,23.034319,1007.8358,673.8058,1.8889676,5.6701183,NE,1
1974-07-14,1111.8397,306.315,23.407675,1007.32886,826.3039,2.9791868,2.9549847,NE,1
1974-07-15,1294.3564,306.03003,38.74442,1009.32,990.4525,1.9162395,2.4828975,SW,1
1974-07-16,1096.8398,306.0152,41.915287,1009.5559,1014.5885,2.3807218,3.0798588,SW,1
1974-07-17,1076.9954,305.9405,44.65477,1009.8894,1302.4977,3.7268455,5.165166,SW,1
1974-07-18,1207.2296,305.94684,45.101753,1010.0874,956.75616,4.36098,5.499317,SW,1
1974-07-19,1063.5947,306.82587,41.927055,1010.0089,1149.8568,4.3256536,6.4312596,SW,1
1974-07-20,1584.885,305.58142,47.03705,1009.0674,898.7132,4.9715867,7.797515,SW,1
1974-07-21,1349.944,303.8792,53.61122,1009.3986,758.73694,5.0219164,7.1262665,SW,1
1974-07-22,544.56445,305.3236,48.11196,1008.4485,1006.34045,4.4495254,4.6526175,SW,1
1974-07-23,912.2978,305.16443,51.584206,1009.67944,674.5839,4.8814754,7.3311143,SW,1
1974-07-24,1160.8552,306.79556,44.80554,1008.22095,734.6065,4.099602,4.810601,SW,1
1974-07-25,1280.8208,306.08127,48.019936,1010.5761,978.8563,4.0868673,5.514598,SW,1
1974-07-26,668.1044,306.9797,41.441597,1009.14014,764.7503,0.8380559,2.825181,NW,2
1974-07-27,2732.993,305.45203,48.795258,1009.4775,969.3832,1.7259334,1.5084783,SW,2
1974-07-28,896.96893,305.89734,43.592056,1007.695,980.67725,1.3474574,0.48517302,SW,2
1974-07-29,1200.5583,305.7464,44.350334,1008.87354,1106.9805,3.118767,4.363959,SE,2
1974-07-30,644.6691,304.14868,52.379025,1011.25305,947.10443,4.409143,6.6411276,SW,2
1974-07-31,497.23428,306.41553,43.119667,1009.36694,923.94147,3.1849065,4.5469584,NW,2
1974-08-01,1825.8619,305.46436,47.431366,1008.2982,748.0399,2.9094818,2.8610878,SW,2
1974-08-02,980.8982,304.4512,52.75237,1008.97,833.1941,4.1982775,4.7911477,SW,2
1974-08-03,396.624,304.10257,53.464947,1009.7685,717.8944,1.31541,2.0705242,SW,2
1974-08-04,409.59473,306.90463,40.989906,1007.5758,973.6593,0.90527993,4.0104136,NE,2
1974-08-05,807.5663,306.62378,42.440384,1008.4167,1258.4393,1.0587581,1.6925071,SE,2
1974-08-06,530.50195,305.47037,42.408604,1009.9321,1155.101,0.67685056,2.272697,SE,2
1974-08-07,518.98883,306.63135,20.134985,1007.95764,648.97125,1.2075133,2.721409,NE,2
1974-08-08,1313.2611,306.80927,28.354574,1006.77356,952.48785,1.0569091,2.9228075,SE,2
1974-08-09,1233.085,306.92786,41.74391,1008.3323,1090.6863,2.5166216,3.8717828,SW,2
1974-08-10,1027.8147,308.2342,34.90014,1008.2174,984.186,1.9878318,2.4109392,NW,2
1974-08-11,1987.9939,305.8849,49.198017,1009.9842,932.0252,3.8051507,5.141539,SW,2
1974-08-12,1682.3384,307.4546,41.71595,1008.5784,961.94104,3.5475183,3.7061594,SW,2
1974-08-13,818.0532,304.0625,58.247864,1011.6832,686.38513,2.553376,4.275927,SE,2
1974-08-14,174.33156,303.24725,59.23058,1013.6593,765.79,3.0239174,5.909216,SE,2
1974-08-15,66.57784,304.41504,53.34128,1012.1621,802.1794,0.9302923,3.2402346,SE,2
1974-08-16,588.05365,304.259,54.254753,1011.5488,925.79736,1.4257563,2.1079707,SW,3
1974-08-17,366.8948,302.74115,61.156002,1011.2434,569.10065,2.6905005,2.512826,SW,3
1974-08-18,114.372345,303.41098,59.72162,1010.58716,602.1434,0.6249585,1.7717153,NE,3
1974-08-19,173.12987,303.6401,58.517544,1011.38916,661.3035,2.2607431,2.3331816,SW,3
1974-08-20,150.90996,304.10144,51.179035,1011.5142,635.72174,1.3376355,1.2932563,NW,3
1974-08-21,1341.521,305.451,21.20763,1009.8794,704.75476,4.0563655,10.136322,NE,3
1974-08-22,1349.6228,305.19547,25.541792,1008.926,540.1257,3.5191002,9.704257,NE,3
1974-08-23,1003.0438,305.7298,22.68906,1008.4402,499.2384,3.2490466,4.126481,NE,3
1974-08-24,1128.7323,305.56375,24.942966,1009.04846,710.5756,1.1860337,1.4701488,NE,3
1974-08-25,968.03827,306.886,22.628117,1008.20404,666.1415,2.8282394,5.6428623,NE,3
1974-08-26,1154.2782,306.70947,32.012802,1007.9757,540.5392,1.2466731,2.2649055,SE,3
1974-08-27,1143.2463,307.006,21.280087,1007.5873,518.9217,2.9550304,5.16022,NE,3
1974-08-28,1236.6909,306.24286,42.018726,1008.57745,799.0139,0.9860069,0.3401745,SE,3
1974-08-29,779.9842,305.76978,34.607346,1009.3751,620.7253,2.519905,4.3379445,SE,3
1974-08-30,794.06384,305.5382,21.263935,1008.4285,568.827,2.2912517,5.1100883,NE,3
1974-08-31,1440.8188,304.98108,18.300167,1008.56995,463.87518,4.461194,5.896947,NE,3
1974-09-01,1707.8959,304.65314,21.246815,1009.2562,660.328,4.2114663,5.858039,NE,3
1974-09-02,1338.7943,305.228,24.922873,1008.3648,646.73535,2.695982,4.084493,NE,3
1974-09-03,1085.5675,304.91876,31.875927,1009.3922,817.63,2.4759147,4.2106204,NE,3
1974-09-04,2157.94,305.59042,19.12637,1009.6135,740.475,5.4072533,8.270693,NE,3
1974-09-05,3058.4773,305.69086,16.551064,1009.77484,842.3992,6.2669683,14.218809,NE,3
1974-09-06,2065.4814,304.5509,18.988916,1010.80426,742.4883,5.230426,10.352198,NE,3
1974-09-07,1091.406,303.3246,19.123714,1010.69836,827.04114,3.235437,7.2661004,NE,3
1974-09-08,1150.8024,303.80655,17.230137,1008.7239,420.35306,3.0258543,4.0279074,NE,3
1974-09-09,630.16187,305.58197,21.193851,1009.15344,647.36255,0.90375066,2.133023,NE,3
1974-09-10,1035.5281,305.51212,37.009846,1010.1078,893.0484,1.4734306,5.2079124,SE,3
1974-09-11,893.0757,305.8059,45.46563,1010.0343,826.046,3.751822,5.843031,SW,3
1974-09-12,1324.9043,306.8318,30.879766,1009.3508,764.73425,0.42303666,1.4312752,NE,3
1974-09-13,1072.8403,304.96786,32.95126,1009.9667,623.20746,0.7317043,1.7991849,NE,3
1974-09-14,1059.8965,305.34064,37.808594,1010.38153,1057.5204,3.0590055,8.402841,SE,3
1974-09-15,579.65125,305.09534,41.23275,1010.2622,749.4256,0.8837099,2.2375972,SW,3
1974-09-16,960.81494,305.02914,24.810312,1008.76514,626.3345,2.0025978,1.5965762,NE,3
1974-09-17,1507.2018,304.89868,15.677345,1010.0344,528.3372,4.2564807,9.1517935,NE,3
1974-09-18,2027.3735,305.01233,18.146774,1011.066,860.6812,4.263833,9.949102,NE,3
1974-09-19,1815.4148,304.7737,19.248806,1011.479,787.8433,4.42814,9.812232,NE,3
1974-09-20,1347.8242,304.37933,22.95954,1010.6806,749.34485,3.552999,7.4601197,NE,3
1974-09-21,1430.4669,304.768,20.131952,1008.69214,664.125,3.7008119,7.0880485,NE,3
1974-09-22,1676.5848,304.1451,20.453531,1010.2794,545.1675,3.6823103,7.9112296,NE,3
1974-09-23,1669.1277,305.55652,20.23856,1011.86194,568.5806,4.933834,7.3930717,NE,3
1974-09-24,2096.4956,306.02545,18.91029,1010.45636,743.8237,4.9004517,8.775147,NE,3
1974-09-25,1978.699,304.8776,12.400156,1009.00586,349.54187,5.31142,8.903846,NE,3
1974-09-26,1725.0605,304.00305,11.394501,1008.48456,301.28238,4.6093636,7.504779,NE,3
1974-09-27,1664.2473,303.16174,14.735145,1010.99445,454.37073,3.659961,3.6821456,NE,3
1974-09-28,2242.6948,305.1018,12.455952,1009.19165,442.56458,5.4696574,11.879194,NE,3
1974-09-29,2649.1692,305.9939,19.017189,1007.96436,586.11536,5.1479597,9.923791,NE,3
1974-09-30,800.38586,306.5918,31.382908,1008.2088,796.81805,4.5067596,8.61188,NE,3
1974-10-01,464.29288,306.84256,19.359266,1009.41064,483.788,4.34995,7.5160522,NE,0
1974-10-02,3297.182,304.9391,16.141148,1009.2339,718.7676,7.367607,15.354252,NE,0
1974-10-03,4090.2507,303.27438,13.620844,1010.7405,554.98676,7.5630984,16.462135,NE,0
1974-10-04,3774.099,302.45325,15.528488,1011.0708,658.5335,7.4848166,17.425694,NE,0
1974-10-05,3411.4424,302.90042,19.103018,1009.3043,916.76965,8.124767,18.891308,NE,0
1974-10-06,2580.635,303.13342,20.818584,1008.7927,581.6124,5.8337164,14.076416,NE,0
1974-10-07,1569.2812,302.48428,24.841059,1009.0487,516.1083,3.9152267,6.433819,NE,0
1974-10-08,711.3558,304.4809,24.840788,1010.5687,581.31104,2.7018993,4.6669765,NE,0
1974-10-09,1032.6527,304.71365,26.004995,1012.33307,471.80936,2.0657425,3.6573431,NE,0
1974-10-10,3369.3994,305.80594,14.501885,1011.2743,776.0625,7.148133,16.702747,NE,0
1974-10-11,2584.9348,304.5812,16.924547,1011.41895,536.5355,5.169015,13.018253,NE,0
1974-10-12,2553.4614,304.32874,16.059713,1012.06055,500.92667,5.4285173,11.989945,NE,0
1974-10-13,3070.7332,303.67285,14.499245,1011.59766,470.38092,6.3300467,14.892686,NE,0
1974-10-14,2780.3362,303.4026,17.518988,1011.74854,497.82617,6.0120173,13.62799,NE,0
1974-10-15,2793.6572,302.47345,17.74697,1011.84576,493.54916,5.8332705,11.88199,NE,0
1974-10-16,2908.665,302.26154,15.735753,1011.156,450.29498,6.177809,12.471124,NE,0
1974-10-17,3199.6199,303.7763,14.664367,1008.6122,454.379,6.4427004,12.1074095,NE,0
1974-10-18,2574.4978,303.89267,16.673777,1008.72974,523.76025,5.3678293,10.570475,NE,0
1974-10-19,2436.8752,303.89066,17.18609,1009.6431,545.0943,5.2940345,9.637697,NE,0
1974-10-20,2203.6064,305.0006,24.938377,1008.8195,580.25354,4.435236,7.344056,NE,1
1974-10-21,503.6132,305.25488,36.69788,1008.9491,704.1897,0.50363755,0.7817631,SE,1
1974-10-22,1141.264,305.2426,24.618134,1009.66266,864.3614,4.320744,7.9719067,NE,1
1974-10-23,2693.5303,305.2387,19.283346,1010.7052,874.536,5.898748,12.484166,NE,1
1974-10-24,3639.744,304.82013,13.562049,1011.07434,597.4984,6.9139915,15.581699,NE,1
1974-10-25,4311.4814,303.21576,11.732436,1010.39233,599.80884,8.161095,17.839624,NE,1
1974-10-26,3975.1802,301.60376,13.53054,1010.4366,505.24658,7.2225885,16.467274,NE,1
1974-10-27,2805.9739,300.63293,13.294638,1009.56274,362.4414,5.8710155,9.97917,NE,1
1974-10-28,1942.4895,301.09552,15.788086,1007.2597,289.309,3.722903,6.601125,NE,1
1974-10-29,1013.63025,302.14276,15.926969,1007.9412,329.8848,3.041339,3.7026443,NE,1
1974-10-30,1339.8385,302.3735,18.387377,1008.9747,328.17188,3.8488073,5.656144,NE,1
1974-10-31,1348.0411,302.38394,23.963701,1009.3445,274.6384,3.6271603,6.305214,NE,1
1974-11-01,224.34485,300.72427,21.262968,1012.019,244.64758,3.2417936,5.9975553,NE,0
1974-11-02,3275.5498,304.55527,26.136871,1011.28894,1104.0592,7.077454,16.392641,NE,0
1974-11-03,4874.541,302.12415,21.68563,1013.3122,969.9472,10.185639,20.380037,NE,0
1974-11-04,4950.042,299.42883,16.809399,1015.0823,556.89325,9.42288,18.46893,NE,0
1974-11-05,4736.5747,299.8473,17.608847,1013.30005,466.4784,8.690756,16.567944,NE,0
1974-11-06,4546.338,301.14502,20.75722,1012.7362,570.25885,9.147486,16.211031,NE,0
1974-11-07,4140.7373,301.59784,23.692999,1012.2505,586.6479,8.331506,16.2863,NE,0
1974-11-08,3116.2861,301.57837,24.443987,1009.6121,586.74243,6.6376996,14.387509,NE,0
1974-11-09,2754.8289,301.40332,22.425518,1009.2655,548.22906,5.651642,12.203773,NE,0
1974-11-10,3522.5825,302.60846,22.648092,1008.73096,586.96735,7.464486,12.81156,NE,0
1974-11-11,4308.9863,303.1682,23.449806,1009.16174,629.0009,8.30203,13.229532,NE,0
1974-11-12,7340.5303,301.78915,21.30899,1010.90594,816.02563,11.94403,21.828302,NE,0
1974-11-13,6117.567,300.51505,21.532228,1012.7134,642.5841,10.729579,19.724167,NE,0
1974-11-14,6349.3896,299.1585,19.775103,1012.8756,643.4601,10.744303,20.474699,NE,0
1974-11-15,6269.6514,298.36646,18.48067,1012.5852,572.2156,10.329649,19.286665,NE,0
1974-11-16,5136.2925,297.75885,21.873842,1013.9204,490.63916,9.055082,16.409933,NE,0
1974-11-17,5911.164,296.72946,24.45121,1014.869,591.4135,10.441798,20.005013,NE,0
1974-11-18,5891.1465,296.089,29.081524,1015.95624,665.10565,10.601489,20.416447,NE,0
1974-11-19,5417.057,295.46194,26.466024,1016.1243,612.8744,10.115712,18.780916,NE,0
1974-11-20,4211.959,294.9194,24.461523,1015.8651,508.338,8.288276,15.2774105,NE,0
1974-11-21,3889.8154,293.75653,24.673714,1016.33826,466.91653,7.710594,14.713294,NE,0
1974-11-22,5186.809,293.27112,28.191076,1018.3278,598.20483,9.083418,18.994425,NE,0
1974-11-23,5783.8477,293.4804,31.640827,1017.541,524.09827,9.519903,18.76649,NE,0
1974-11-24,4693.9863,294.74048,27.368645,1014.4336,412.44952,8.013351,15.290943,NE,0
1974-11-25,3586.017,297.15778,21.059498,1011.6534,470.86765,7.1510825,12.479959,NE,0
1974-11-26,2682.7222,297.5349,16.471922,1009.9469,419.79868,5.5466065,10.705046,NE,0
1974-11-27,2534.7295,297.2416,17.414175,1011.0982,318.49323,5.52167,6.220778,NE,0
1974-11-28,3355.514,296.66266,23.177505,1011.23236,454.38565,5.8304515,10.098561,NE,0
1974-11-29,4116.865,297.7941,20.599447,1010.6584,444.32565,6.803893,11.449193,NE,0
1974-11-30,3794.7642,298.67834,20.349138,1009.64734,475.07053,7.3644543,13.733154,NE,0
1974-12-01,4639.537,297.69415,14.2420435,1010.8679,520.5451,8.52016,14.970543,NE,0
1974-12-02,4750.49,296.39435,13.229793,1011.0375,580.70166,8.566354,16.234676,NE,0
1974-12-03,4139.5933,295.08755,19.530083,1011.06586,543.6392,8.129869,13.982969,NE,0
1974-12-04,4118.657,294.3676,26.389997,1012.95953,610.0603,8.179396,16.039677,NE,0
1974-12-05,5648.0913,292.72107,32.449738,1015.4282,717.039,10.470545,20.942883,NE,0
1974-12-06,4837.0137,289.86694,30.805477,1017.6387,545.55664,8.713199,17.153011,NE,0
1974-12-07,4117.0195,290.19254,26.911335,1015.512,547.56714,7.210642,14.885976,NE,0
1974-12-08,4758.883,292.25613,25.786552,1014.05096,563.8018,8.025797,15.934398,NE,0
1974-12-09,3956.6353,292.46872,25.930832,1014.7769,475.33923,7.47211,12.128937,NE,0
1974-12-10,4616.353,292.93445,25.662807,1015.5156,630.05707,8.853304,16.815365,NE,0
1974-12-11,4378.989,291.60992,22.682262,1016.6024,647.9837,8.458459,17.388323,NE,0
1974-12-12,3994.2817,290.51306,23.750843,1015.63464,595.223,7.692763,16.810513,NE,0
1974-12-13,3447.3242,290.68167,31.003609,1015.21924,449.12314,6.5822206,10.121678,NE,0
1974-12-14,3409.5537,291.92188,26.511557,1015.17847,410.55887,6.1149592,10.4955845,NE,0
1974-12-15,3640.051,293.3986,19.556364,1013.7975,369.96423,6.2268066,9.3742895,NE,0
1974-12-16,4405.226,293.78998,14.35203,1014.22327,454.0617,7.560208,12.8814945,NE,0
1974-12-17,5581.7,293.661,17.126503,1015.17194,587.6321,9.688683,17.865093,NE,0
1974-12-18,5227.912,292.58322,21.47723,1016.3229,593.46857,9.378061,17.552141,NE,0
1974-12-19,4867.43,291.99936,21.747276,1016.68256,605.69495,8.594943,18.308645,NE,0
1974-12-20,4128.706,290.9421,23.21186,1015.4569,503.45013,7.4482226,13.969792,NE,0
1974-12-21,4527.188,292.2075,22.403368,1014.7372,457.94986,7.4274063,12.571498,NE,0
1974-12-22,4132.047,292.66397,18.901924,1013.86145,482.39197,7.1286354,11.755132,NE,0
1974-12-23,4739.869,293.3409,22.43062,1014.154,568.58527,8.146112,16.96811,NE,0
1974-12-24,7208.2837,294.162,25.204586,1014.7393,791.5207,11.645578,23.165125,NE,0
1974-12-25,7138.3296,292.8781,30.61758,1017.58545,882.9618,12.563412,23.7394,NE,0
1974-12-26,6198.2046,291.13388,34.96142,1019.73975,916.34296,11.614585,22.121113,NE,0
1974-12-27,5479.961,290.06244,34.734253,1020.3931,855.7448,10.372016,21.426542,NE,0
1974-12-28,4824.146,289.60104,35.480488,1020.00165,781.4923,9.158278,18.7556,NE,0
1974-12-29,4068.6611,290.0557,33.985443,1018.6093,657.2742,7.8250413,16.159147,NE,0
1974-12-30,2955.1577,290.217,33.343277,1017.4106,509.12823,6.1773934,12.605048,NE,0
1974-12-31,2888.5469,290.8783,32.5916,1015.5644,427.42548,6.1068983,10.5210905,NE,0
1975-01-01,698.19904,289.63144,29.387854,1016.13385,282.68475,4.424323,7.6068516,NE,0
1975-01-02,3839.0684,292.85114,24.922304,1014.8111,499.7689,6.717314,13.178792,NE,0
1975-01-03,6278.8086,292.3841,24.853422,1016.0851,649.82446,10.439169,19.298351,NE,0
1975-01-04,5620.9395,291.04446,24.324673,1017.0863,628.7093,10.018225,19.014277,NE,0
1975-01-05,5264.1245,291.3555,24.544188,1017.67004,594.0863,9.2327175,16.845407,NE,0
1975-01-06,4772.2207,291.40036,25.946669,1017.99927,594.26,8.649352,17.473017,NE,0
1975-01-07,4716.9736,291.31085,24.761415,1018.29474,602.67957,8.583941,17.813707,NE,0
